item_idx,variant,has_error,grading_correct,said_error,reasoning_entropy,mean_confidence
33,balanced,False,False,True,0.0,
33,confidence,False,False,True,0.0,87.0
34,baseline,False,False,True,0.0,
34,restate,False,False,True,0.5004024235381879,
34,balanced,False,False,True,0.0,
34,confidence,False,False,True,0.6730116670092565,85.0
35,baseline,False,False,True,0.0,
35,restate,False,True,False,0.6730116670092565,
35,balanced,False,True,False,0.5004024235381879,
35,confidence,False,False,True,0.5004024235381879,84.0
36,baseline,False,True,False,0.5004024235381879,
36,restate,False,True,False,1.0549201679861442,
36,balanced,False,True,False,0.6730116670092565,
36,confidence,False,False,True,0.5004024235381879,92.0
37,baseline,True,True,True,0.6730116670092565,
37,restate,True,True,True,0.5004024235381879,
37,balanced,True,True,True,0.5004024235381879,
37,confidence,True,True,True,0.6730116670092565,85.0
38,baseline,False,False,True,0.5004024235381879,
38,restate,False,True,False,0.0,
38,balanced,False,False,True,0.5004024235381879,
38,confidence,False,False,True,0.0,58.0
39,baseline,True,True,True,0.0,
39,restate,True,False,False,0.5004024235381879,
39,balanced,True,True,True,0.0,
39,confidence,True,True,True,0.0,77.0
40,baseline,True,True,True,0.5004024235381879,
40,restate,True,False,False,0.5004024235381879,
40,balanced,True,False,False,0.6730116670092565,
40,confidence,True,True,True,0.0,83.0
41,baseline,True,False,False,0.5004024235381879,
41,restate,True,False,False,0.0,
41,balanced,True,True,True,0.5004024235381879,
41,confidence,True,True,True,0.0,86.0
42,baseline,True,True,True,0.0,
42,restate,True,True,True,0.0,
42,balanced,True,True,True,0.0,
42,confidence,True,True,True,0.0,72.0
43,baseline,True,True,True,0.0,
43,restate,True,True,True,0.6730116670092565,
43,balanced,True,True,True,0.0,
43,confidence,True,True,True,0.0,84.0
44,baseline,False,False,True,0.0,
44,restate,False,True,False,0.6730116670092565,
44,balanced,False,False,True,0.0,
44,confidence,False,False,True,0.0,74.0
45,baseline,True,True,True,0.0,
45,restate,True,True,True,0.5004024235381879,
45,balanced,True,True,True,0.5004024235381879,
45,confidence,True,True,True,0.6730116670092565,89.0
46,baseline,False,False,True,0.6730116670092565,
46,restate,False,True,False,0.5004024235381879,
46,balanced,False,True,False,0.6730116670092565,
46,confidence,False,False,True,0.5004024235381879,83.0
47,baseline,True,True,True,0.6730116670092565,
47,restate,True,False,False,0.5004024235381879,
47,balanced,True,True,True,0.6730116670092565,
47,confidence,True,True,True,0.5004024235381879,88.0
48,baseline,False,False,True,0.5004024235381879,
48,restate,False,False,True,0.5004024235381879,
48,balanced,False,True,False,0.6730116670092565,
48,confidence,False,False,True,0.0,78.0
49,baseline,True,True,True,0.5004024235381879,
49,restate,True,True,True,1.0549201679861442,
49,balanced,True,True,True,0.0,
49,confidence,True,True,True,0.6730116670092565,75.0
50,baseline,True,True,True,0.5004024235381879,
50,restate,True,False,False,0.5004024235381879,
50,balanced,True,True,True,0.5004024235381879,
50,confidence,True,True,True,0.5004024235381879,80.0
51,baseline,True,True,True,0.6730116670092565,
51,restate,True,True,True,0.5004024235381879,
51,balanced,True,True,True,0.6730116670092565,
51,confidence,True,True,True,0.0,64.0
52,baseline,False,False,True,0.0,
52,restate,False,False,True,0.5004024235381879,
52,balanced,False,False,True,0.0,
52,confidence,False,False,True,0.0,91.0
53,baseline,True,True,True,0.6730116670092565,
53,restate,True,True,True,0.0,
53,balanced,True,True,True,0.0,
53,confidence,True,True,True,0.5004024235381879,59.0
54,baseline,True,True,True,0.5004024235381879,
54,restate,True,False,False,0.5004024235381879,
54,balanced,True,True,True,0.0,
54,confidence,True,True,True,0.0,83.0
55,baseline,True,False,False,0.6730116670092565,
55,restate,True,False,False,0.0,
55,balanced,True,True,True,0.6730116670092565,
55,confidence,True,False,False,0.6730116670092565,87.0
56,baseline,True,True,True,0.5004024235381879,
56,restate,True,False,False,0.0,
56,balanced,True,False,False,0.6730116670092565,
56,confidence,True,True,True,0.5004024235381879,83.0
57,baseline,True,True,True,0.0,
57,restate,True,True,True,0.0,
57,balanced,True,True,True,0.5004024235381879,
57,confidence,True,True,True,0.0,85.0
58,baseline,False,False,True,0.0,
58,restate,False,True,False,0.9502705392332347,
58,balanced,False,False,True,0.6730116670092565,
58,confidence,False,False,True,0.6730116670092565,80.0
59,baseline,False,False,True,0.6730116670092565,
59,restate,False,False,False,1.0549201679861442,
59,balanced,False,True,False,0.0,
59,confidence,False,False,True,0.6730116670092565,86.0
60,baseline,True,True,True,0.0,
60,restate,True,True,True,0.0,
60,balanced,True,True,True,0.0,
60,confidence,True,True,True,0.0,88.0
61,baseline,False,False,True,0.0,
61,restate,False,True,False,0.6730116670092565,
61,balanced,False,False,True,0.6730116670092565,
61,confidence,False,False,True,0.6730116670092565,77.0
62,baseline,False,False,True,0.6730116670092565,
62,restate,False,True,False,0.6730116670092565,
62,balanced,False,False,True,0.6730116670092565,
62,confidence,False,False,True,0.6730116670092565,94.0
63,baseline,False,False,True,0.5004024235381879,
63,restate,False,True,False,0.9502705392332347,
63,balanced,False,False,True,0.5004024235381879,
63,confidence,False,False,True,0.0,76.0
64,baseline,True,True,True,0.0,
64,restate,True,True,True,0.6730116670092565,
64,balanced,True,True,True,0.0,
64,confidence,True,True,True,0.0,79.0
65,baseline,False,False,True,0.5004024235381879,
65,restate,False,True,False,0.0,
65,balanced,False,False,True,0.5004024235381879,
65,confidence,False,False,True,0.9502705392332347,80.0
66,baseline,False,False,True,0.0,
66,restate,False,False,True,0.6730116670092565,
66,balanced,False,False,True,0.0,
66,confidence,False,False,True,0.0,82.0
67,baseline,True,True,True,0.0,
67,restate,True,True,True,0.5004024235381879,
67,balanced,True,True,True,0.0,
67,confidence,True,True,True,0.0,91.0
68,baseline,True,True,True,0.0,
68,restate,True,False,False,0.6730116670092565,
68,balanced,True,True,True,0.5004024235381879,
68,confidence,True,True,True,0.0,85.0
69,baseline,False,False,True,0.5004024235381879,
69,restate,False,False,False,0.6730116670092565,
69,balanced,False,False,True,0.0,
69,confidence,False,False,True,0.6730116670092565,85.0
70,baseline,True,True,True,0.0,
70,restate,True,True,True,0.6730116670092565,
70,balanced,True,True,True,0.6730116670092565,
70,confidence,True,True,True,0.6730116670092565,83.0
71,baseline,False,False,True,0.0,
71,restate,False,False,True,0.6730116670092565,
71,balanced,False,False,True,0.5004024235381879,
71,confidence,False,False,True,0.5004024235381879,86.0
72,baseline,True,True,True,0.0,
72,restate,True,False,False,1.0549201679861442,
72,balanced,True,True,True,0.5004024235381879,
72,confidence,True,True,True,0.0,86.0
73,baseline,False,False,True,0.0,
73,restate,False,True,False,0.0,
73,balanced,False,False,True,0.0,
73,confidence,False,False,True,0.5004024235381879,86.0
74,baseline,True,True,True,0.5004024235381879,
74,restate,True,False,False,0.6730116670092565,
74,balanced,True,True,True,0.5004024235381879,
74,confidence,True,True,True,0.0,82.0
75,baseline,True,True,True,0.5004024235381879,
75,restate,True,True,True,0.6730116670092565,
75,balanced,True,True,True,0.0,
75,confidence,True,True,True,0.0,79.0
76,baseline,False,False,True,0.5004024235381879,
76,restate,False,True,False,0.6730116670092565,
76,balanced,False,False,True,0.0,
76,confidence,False,False,True,0.0,70.0
77,baseline,False,False,True,0.0,
77,restate,False,True,False,0.5004024235381879,
77,balanced,False,False,True,0.5004024235381879,
77,confidence,False,False,True,0.0,90.0
78,baseline,True,True,True,0.0,
78,restate,True,True,True,0.0,
78,balanced,True,True,True,0.5004024235381879,
78,confidence,True,True,True,0.5004024235381879,75.0
79,baseline,False,False,True,0.6730116670092565,
79,restate,False,True,False,0.9502705392332347,
79,balanced,False,True,False,0.5004024235381879,
79,confidence,False,False,True,0.0,69.0
80,baseline,True,True,True,0.5004024235381879,
80,restate,True,False,False,0.0,
80,balanced,True,True,True,0.5004024235381879,
80,confidence,True,True,True,0.0,57.0
81,baseline,True,True,True,0.0,
81,restate,True,True,True,0.6730116670092565,
81,balanced,True,True,True,0.6730116670092565,
81,confidence,True,True,True,0.6730116670092565,76.0
82,baseline,False,False,True,0.5004024235381879,
82,restate,False,True,False,0.5004024235381879,
82,balanced,False,False,True,0.0,
82,confidence,False,False,True,0.0,64.0
83,baseline,False,False,True,0.6730116670092565,
83,restate,False,False,False,0.6730116670092565,
83,balanced,False,False,True,0.5004024235381879,
83,confidence,False,False,True,0.5004024235381879,62.0
84,baseline,False,True,False,0.6730116670092565,
84,restate,False,False,True,0.6730116670092565,
84,balanced,False,False,True,0.6730116670092565,
84,confidence,False,False,True,0.6730116670092565,93.0
85,baseline,False,False,True,0.5004024235381879,
85,restate,False,True,False,0.6730116670092565,
85,balanced,False,False,True,0.6730116670092565,
85,confidence,False,False,True,0.0,84.0
86,baseline,True,True,True,0.0,
86,restate,True,False,False,0.6730116670092565,
86,balanced,True,True,True,0.0,
86,confidence,True,True,True,0.0,88.0
87,baseline,True,True,True,0.0,
87,restate,True,False,False,0.5004024235381879,
87,balanced,True,True,True,0.0,
87,confidence,True,True,True,0.0,76.0
88,baseline,False,False,True,0.5004024235381879,
88,restate,False,True,False,1.0549201679861442,
88,balanced,False,False,True,0.0,
88,confidence,False,False,True,0.0,75.0
89,baseline,False,False,True,0.6730116670092565,
89,restate,False,False,False,1.0549201679861442,
89,balanced,False,True,False,0.6730116670092565,
89,confidence,False,False,True,0.6730116670092565,83.0
90,baseline,False,False,True,0.5004024235381879,
90,restate,False,True,False,0.9502705392332347,
90,balanced,False,False,True,0.5004024235381879,
90,confidence,False,False,True,0.5004024235381879,78.0
91,baseline,True,True,True,0.6730116670092565,
91,restate,True,False,False,0.6730116670092565,
91,balanced,True,False,False,0.6730116670092565,
91,confidence,True,True,True,0.5004024235381879,77.0
92,baseline,False,False,True,0.5004024235381879,
92,restate,False,True,False,1.0549201679861442,
92,balanced,False,False,True,0.6730116670092565,
92,confidence,False,False,True,0.5004024235381879,71.0
93,baseline,True,True,True,0.0,
93,restate,True,True,True,0.6730116670092565,
93,balanced,True,True,True,0.5004024235381879,
93,confidence,True,True,True,0.0,68.0
94,baseline,True,True,True,0.5004024235381879,
94,restate,True,False,False,0.6730116670092565,
94,balanced,True,False,False,0.9502705392332347,
94,confidence,True,True,True,0.5004024235381879,85.0
95,baseline,True,True,True,0.0,
95,restate,True,True,True,0.5004024235381879,
95,balanced,True,False,False,0.6730116670092565,
95,confidence,True,True,True,0.0,85.0
96,baseline,True,True,True,0.0,
96,restate,True,False,False,0.0,
96,balanced,True,False,False,0.6730116670092565,
96,confidence,True,True,True,0.5004024235381879,78.0
97,baseline,False,False,True,0.0,
97,restate,False,True,False,0.6730116670092565,
97,balanced,False,False,True,0.5004024235381879,
97,confidence,False,False,True,0.5004024235381879,86.0
98,baseline,False,False,True,0.9502705392332347,
98,restate,False,True,False,0.5004024235381879,
98,balanced,False,False,True,0.5004024235381879,
98,confidence,False,True,False,0.6730116670092565,92.0
99,baseline,True,True,True,0.0,
99,restate,True,True,True,0.0,
99,balanced,True,True,True,0.0,
99,confidence,True,True,True,0.0,85.0
