item_id,has_error,handwriting_style,image_quality,question_sha256,reference_answer_sha256,item_content_sha256,perception_entropy,reasoning_entropy,transcription_correct,grading_correct,n_transcription_parse_failures,n_grading_parse_failures,k_transcription,model_id,transcription_prompt_sha256,grading_prompt_sha256,dataset_id,dataset_revision,dataset_split,selection_seed,source_row_index,alignment_status,in_audit_union,audit_sources,audit_selection_reason
32,True,False,False,14650e6f15af8cb3f20fe6c0cb9b905455b788cbbd3984bae9c71b68a8af93eb,b551d3f2723e6c2471e13087bd748dcd6b63ce181900c3644c715baa0f8b6d53,f008386fdd89588823c549f27eca53246f6aef578f93b7c41af1a5a343531d0c,0.5004024235381879,0.5004024235381879,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
33,False,True,True,c7526e0864cc5c5e26837cfc3ea3092cd16bd68830154df5894485bf40f680b1,937895a6cc245a8cfe2a353f4849bcec9d744ee6731ce33e65b1c02fef63abef,26c8b0d46cdb26917e4ae6be3eaa46b985d1a4c19ea90ab2303663bed0a0676d,0.9502705392332348,0.0,False,False,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
34,False,True,False,7ca8082f3ef32ea6d8891080d26bf7d1aff082139fd3825b49ae6dc41450187a,0fb46f7c99936d05c5153de81f88315a583585cfda1eed352af6883f00e51a9e,5db759bd62d34b195f5e6de9163a34b602629f538ed1ad927d3cafb18c518fa0,0.5004024235381879,0.5004024235381879,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
35,False,True,True,50d0352b1d4991b85e170d0ea2f10f5f6272c8100bba9e8e17e5b4ea43fd0105,9ea698169f2ec1360b231b9a0b1cf98febdad0432f5ffa6fcf50400f9ba023d8,3fb502a93de09054dc8bccdbac78ded6559f05ce04ff9bfea062e3de68ddd557,1.3321790402101223,0.5004024235381879,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
36,False,True,False,6ce8aa0cf0ee6af210fdf03e171e67a298f2c099c6a539076df8da5fbe277f3b,35d7070301b8647330580c88b8ba4cb0783e3858405eea6e829c4cdd839af654,e563ce7c3192ad1fc3bb7d5993e591f22f6dbdaae6effc4c25703bfc8e9e0fa9,1.0549201679861442,0.5004024235381879,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
37,True,True,False,b0b9a35e3495afd54332d22377dd4e355aad3614741e785a6ad53df584ccde4a,8655462bc289ac809c80702a5907dc52b45985b1c45eea28e39ca82c0f54d180,0de70ea7f140c814490337c7d13038b3754e9199266cdf2bc233e8be5100905a,0.6730116670092565,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
38,False,False,False,67bf09a7a811d1b61997d22d2ed2a49ca31def80d2ceda190cf795eb9733c5b0,9251561bebdfb48d0df92d9bfe2d9b883d3d0a1869028703b8374a73050ecd59,e3ffe31e55ac03b148493defb65bdbfa5345a4c77a3b2885cbc07ba50b6e300f,1.0549201679861442,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
39,True,True,True,8c5b217c6764decf2f8e1afb6bf676df7006538e350d536b64dbcfbadc68a0be,408c1da3017db01f1a2b9f316ab4066f1c30ddb148b4ced4c8e38e002b79333f,f187a0e8f62faf5c2afd22f17fbd9ed380174ccf7e73c8b611be2df96049804f,1.6094379124341005,0.5004024235381879,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
40,True,True,True,56187334af5330694ce09a15a8dc801ee3f6c39d78b581b201d88d3532f92848,e1a3e80b6a329d12686b35301ffcb727c808d591f69ca71b54a13e57048d36df,ce51b751a1fc6ef8ed9b321a202b04858925265d587b497dbc27d13ed935e956,1.0549201679861442,0.5004024235381879,False,True,2,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
41,True,True,True,ccb3e760a619f7e03a4b12ba3876a30e5ca8e76ffd751a54dd4cc7255a3d5e64,147a93f99b04ed2eef7faeee6415916e69de062380a02531155fa4c23d898925,ae8a1488af92b990a6ece9181a611b501a2e5960dac3db57e11817f1e4c12e16,0.5004024235381879,0.5004024235381879,True,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
42,True,True,True,a36a1d1733be99547e39d36eaba43dd4dd55afdfabadfbf34dd26c6c299beb76,ea50509b2871b7ca3cbfc604a36f006d99d563902682f40a302b99a0d0eae325,edfea77708b18647dfd9b7edbc1a8c308d659efb074b8312cbc057efb6d220cd,0.0,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
43,True,True,False,5f13d9bebb9d8f87d4d97f4ca9e28d774a78f4c9b95bed555e78d80144ecc0c6,2d9d2062403a89f814d24f8ae2291924dc2b9ce180e441919695d891e520416a,e3f62860919b2a46c1f60206d0907ea6f8a48b567f91b974ae84050281470a27,1.3321790402101223,0.5004024235381879,True,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
44,False,True,True,74bf3776f19065704b19ec04e9209492a95324772e3f30e3e21bf0294efe7568,5a8efc24a53809a897a8638f25d30483adf3ac0c114756231aa889821d7926cb,fe4d0284abb1d54ccbe24dfcba8101920de5e3c2541486bbfe98993aa06605e3,0.0,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
45,True,False,True,6fde0020cfb1a0b109b488b6a9612d8af41af96aede2b4399d93a59811b6a84d,71140f187fc2e04021acc5492957cb95e6c02b283a8ceeece2537822d801cf93,7cd1b3f5c4381a810b5a1d0906d6133c14ed731c8c9e2a51dc7141deb1a2d6a8,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
46,False,True,True,fcff0cdc3ed2ac96eb33c02dab36b6accc3d2c1ca4c999c454e92aad934ed4de,5a3531d718e1a84e1ff943986aea27ea54998e9b2257c5a4b5c00a58cfcc0d9a,1c960e81df71a8523fda8e681ab8e2a659235e96cc91e63164f0ba8f09a730f2,0.0,0.6730116670092565,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
47,True,True,False,119a18afb00cc2e2c0f891ea5710ea59ceb2ec51e62aee4c93282df9cf30d470,9c62935c5bf45eca158b3835774feaa3d5a10f67b18475660734557308353adb,2141945115dc25ee4bcf049419084aac374f3787f80a206b5a0ded1163443227,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
48,False,False,False,36214956d49588a1b8ffdc998865993f486f0e07222ddb80c7d9dd0595bb40e6,54997a850e7cf8e23f4e541692f1ada3ef045c028871bf71494b2d6348498e4d,86a0a50b203751a897dd400434369c86d98a3e7deb2c94bef242e0c36e4c2105,0.5004024235381879,0.6730116670092565,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
49,True,True,True,5858382d10085c0af3a6d3c10db96ce6b3927c368e497916ee1d058df6084552,18a19a3970c773ad7a549e7a8a7e575008f8c9912ad7b518fb4fa38c18c1255c,26c9725b7b3106294a8cb5ee0821af5eb248f27962adfa3739fbc62e6dca6fb2,1.3321790402101223,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
50,True,True,True,553e5c68b9a78f2917509c4de88d72367dca1ac30bd3a3dfa404825bd6a7b554,0af10ae3fb738541ead53087b6d2e10afbb79afa06ba7e996dc0638adc4b356c,ff8a3aa466ce4f5b6f7393c96474e65e0ce6396eb5955b260bf0f3c1fb2c1468,0.5004024235381879,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
51,True,False,False,21c88bfb56489ec85c5fbffdc6f644671b26a68ad742007647f94e81d0a6f1bc,d7358fa945ce378ddab0eb22c065776efa8507071aca9c3e3dbc2e1bd7b07ae5,206bf993ac169a5803d7e6078ad5d259bfe46ad11c6b01ff2795344da5ff5e8d,0.5004024235381879,0.5004024235381879,True,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
52,False,True,False,71d8a14ad3af38c67de49eca358cf887b18cf5927921a887b89e08aba7f8deb7,0c5de3aa75241cb76a9ec7dbbf338c65826f04a64b74051d92a49fd33e493250,c7f0551518a36a18f0345091928019e44ab684194a11f4f33d71bd32575e59d3,1.6094379124341005,0.0,False,False,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
53,True,True,True,222c9e7afc9deeecf60c09f5506473eadeefcb0bbdcdd8adec8afada882ca7b4,2668c87460abc42932a0e4201821f6a80a9fa06cb91f715df51bfcedc0e715d9,c7743a2bf82e6c4896ba5ca7b70f6d5ef1acdcc6c9db2cbd8d7bcafed4067597,1.3321790402101223,0.5004024235381879,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
54,True,True,False,424b2b687f9e516247d8b9c28a8cd0869d17594d8fdc42b827d89e93acb349d9,1a305b3fd250e78e2fda842623e15b15af9ea21930c44a46187bed323f11497c,b48c9260a8796cc4ae07f0172690df59fef05e115fb703ee6510cb2453579505,0.9502705392332348,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
55,True,True,True,43e92713b13e2135fd4e27c2b58d7e5415b6d790baf92a640fbf91fb2f6bcc73,60677fb4973c04ffeaa89286fba784972566a98463cf5db8d3d8ca9e2c5e1e24,c148832232355716f0c3dc497794b2be49f419ffea1dd4319fdbc84f66adf311,1.3321790402101223,0.5004024235381879,False,True,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
56,True,True,True,7759924f5fcf0c249f655d2983e3c22d5ee1c630fb5afac86dd93eecb79b5f46,115f0025de0ebfeea5c7fee1fe33bc83c501a72398fbb7845fd8c3766818650f,3696f33376a1fc791b8bf8be081d833d168191e632e1710d6f51a7d055a62b8f,0.9502705392332348,0.6730116670092565,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
57,True,False,False,a4a2389419a5e9563f674022e10d81e52f4f90ce79fe3e558c9d381aee25f7d8,407576c4c235ba729bef08cc2582a50397e130182ab3244b469bd8d777ddf00b,1533ad269e0f198723b4546c4dd042befb97dd9e699c34c10c0d76474202a88d,0.9502705392332348,0.5004024235381879,True,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
58,False,True,True,8d5ce1348fcec89ab5dad97ee92feec379e43e5344c261e7823c73bd8dceac3d,aabe3c569eef9419b2aca89ba33cd44023e8bb79e622ac9289893997b05a7e90,20a98834b4053c908d38bc4c983fbba74a4f46d3d112d0cc61893a83f184f4b1,0.0,0.6730116670092565,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v1_correct_spotcheck,targeted audit set; NOT an IID sample of the 300
59,False,True,True,44b5f7f18518602b17f3416a7b43a5ce16cc7108d6cfeea776686d447ce4a288,1a7a84b01d54ad33800f748a5e0700b724eee9fb3c113cd4e1008415db2d40b7,30265d4c8f96a591049c5467ed7be29437587c8853e44c5409c0a722c22737c0,1.3321790402101223,0.5004024235381879,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
60,True,True,True,171da9f5a9c27c80fa1b5b98e33fcb590a13cf28d1ee0429fb0a887ae70869be,adc2c444774d6291ad81eef01d2143aa12943758754480ea962f3e25c3e84892,1f560a84759d32f5a8d61cd0af9c1488ac4e2954bb80519dc3048b605c65df05,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census,targeted audit set; NOT an IID sample of the 300
61,False,True,True,82d93b88c6d25b108f0eeafa5a187d6e381e0ecea14eb35a792041d80af30cf5,1698f1dcf2720587b844ee06a1810f40a3f59a3ff9c47ca295ae9ae13f7ac830,e9b0ef280fe276b96fb6531441b95653504a99e300be622d396e930bb768ce13,0.5004024235381879,0.0,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
62,False,True,True,55ffb075111e27b9fec5cd6f2e59cdfc79806f88f5fc03b130af50b6c50304fb,aae8fbe609f058ff163a8f04b310ba8563cbbd09fe3d91661767a1672806102b,ef34d4a8bd4f2f1b43013e00adf2b3e37e7993987627e48241844246c02aa47d,1.3321790402101223,0.6730116670092565,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
63,False,True,True,8f083d08ef43a0aae6a2bcca2cd71cb059641b0e6695ead0aacfe2a559b57009,3594a8d64140a0561b67f692efc310bed8f937e055e503efe63587609eca9cc7,b50563b23b8b5121cb4ed92cc234b44eb47acee70f0244366d95d0fcf63ca40e,1.3321790402101223,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,v2_high_priority,targeted audit set; NOT an IID sample of the 300
64,True,False,True,b604d0803c1956899dc122b5e282a2b62f1377b506ad551a2abbdda8b9767c37,95378dd02465b599ad5ee48cf71dac75a6f74a404f1b7595122dcc8d5809f747,462735bbea8accf6655f0e1b479556d2e3b2d5b4c7bbb9d15c61a41014edf7d5,1.3321790402101223,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
65,False,True,True,7b40588944211df4e36e70e8bdd5b46abbf7bcc401b39ec2c9357e6d0dc881f7,21f0d5f4c7f77a1aecf797922ef6e4bd160b37d2ea9575849d0401903018e5f5,0539b46f40e9c465cc5305576278143ab191a606d8aa598fdd91c23a8633a408,1.6094379124341005,0.5004024235381879,False,False,1,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
66,False,True,False,536d5875cc6796680693352684d1632c2c0851aa02fc669d0e72f99c4acca174,2fa2b5ba182cf9b9ecac97c3788662fc5dc786d5b3d9ce4368ce0a73c7bbe750,7343c312371e67b3f6f982d8729f636efaa628b959ac9ab92d137e5d5372879f,1.6094379124341005,0.0,False,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
67,True,True,True,484815ceb2a908e0abfe43ef8e51a80a199c687b7291e10bd41beda95f2efba3,df50bf143567066e2127e4d61b67c7fd10616e61bfa09f65f00bbfaa7cb08b74,cbaf7c36da9dab64b4132a237f13f332850bf6d1d9e58359ce92e797c88cae39,0.5004024235381879,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,True,genuinely_wrong_census|v2_high_priority,targeted audit set; NOT an IID sample of the 300
68,True,True,True,8d5cd9853b60e02f7503ecea1c6b1ad0ec22f1deea0b1eba5c2d5d37c4a0c45a,4e28b9e18c13e04c4b7455d378900e8c09b58ed6509901be267e5eda9567ab64,0af973dd072842a81d48c70adabfc2829ee7ed54f9211452f036acc1b3bfc3d3,1.6094379124341005,0.0,False,True,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
69,False,True,True,fcbe08435489f330275a6464380b1dada8abf85e8666a7b09be35e1a7e568791,1557cdd55e76b412b57afd9e7e261c30b0c7fab326d889b3ed0b02a0ee5433f7,3d6f5a82259c4c735d5ba000d1a8e1ee5a157e5517f6f05940339d9ff8c0e12e,0.0,0.6730116670092565,True,False,0,0,5,Qwen/Qwen2.5-VL-3B-Instruct,68b63e0a618ab7814fbd951c9dd513b8eeca5d04f70a87f4310234c5952f3f07,ed27c4a599e03e72ea0bccc031f47be869c59a538f72e21e9ea3e80a2b64db13,ai4bharat/FERMAT,80ff9934c38615bb8d3a33c24252db02e21774f0,train,42,,PENDING_AUTHENTICATED_RUN,False,,
