item_id,stratum,first_audit_sources,queue,selection_prob,review_order,review_id,protocol_version,seed
157,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,18,R0018,second_rater_v1_20260814,20260814
239,v1_wrong|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,19,R0019,second_rater_v1_20260814,20260814
126,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,20,R0020,second_rater_v1_20260814,20260814
26,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,21,R0021,second_rater_v1_20260814,20260814
99,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,22,R0022,second_rater_v1_20260814,20260814
295,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,23,R0023,second_rater_v1_20260814,20260814
110,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,24,R0024,second_rater_v1_20260814,20260814
8,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,25,R0025,second_rater_v1_20260814,20260814
92,v1_correct|clean|H_high|v1_correct_spotcheck,v1_correct_spotcheck,extension,,26,R0026,second_rater_v1_20260814,20260814
246,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,27,R0027,second_rater_v1_20260814,20260814
155,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,28,R0028,second_rater_v1_20260814,20260814
104,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,29,R0029,second_rater_v1_20260814,20260814
116,v1_correct|clean|H_low|v2_high_priority,v2_high_priority,extension,,30,R0030,second_rater_v1_20260814,20260814
30,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,31,R0031,second_rater_v1_20260814,20260814
184,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,32,R0032,second_rater_v1_20260814,20260814
7,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,33,R0033,second_rater_v1_20260814,20260814
188,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,34,R0034,second_rater_v1_20260814,20260814
94,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,35,R0035,second_rater_v1_20260814,20260814
202,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,36,R0036,second_rater_v1_20260814,20260814
172,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,core,0.5,37,R0037,second_rater_v1_20260814,20260814
218,v1_wrong|err|H=0|genuinely_wrong_census,genuinely_wrong_census,core,1.0,38,R0038,second_rater_v1_20260814,20260814
204,v1_correct|err|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,39,R0039,second_rater_v1_20260814,20260814
177,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,40,R0040,second_rater_v1_20260814,20260814
28,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,41,R0041,second_rater_v1_20260814,20260814
85,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,42,R0042,second_rater_v1_20260814,20260814
173,v1_wrong|err|H_low|genuinely_wrong_census,genuinely_wrong_census,core,0.666667,43,R0043,second_rater_v1_20260814,20260814
130,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,44,R0044,second_rater_v1_20260814,20260814
206,v1_correct|clean|H_high|v2_high_priority,v2_high_priority,extension,,45,R0045,second_rater_v1_20260814,20260814
263,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,46,R0046,second_rater_v1_20260814,20260814
276,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,47,R0047,second_rater_v1_20260814,20260814
176,v1_wrong|err|H=0|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,48,R0048,second_rater_v1_20260814,20260814
86,v1_correct|err|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,49,R0049,second_rater_v1_20260814,20260814
89,v1_wrong|clean|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,50,R0050,second_rater_v1_20260814,20260814
151,v1_wrong|clean|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,51,R0051,second_rater_v1_20260814,20260814
51,v1_correct|err|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,52,R0052,second_rater_v1_20260814,20260814
6,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,53,R0053,second_rater_v1_20260814,20260814
97,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,54,R0054,second_rater_v1_20260814,20260814
149,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,challenge,,55,R0055,second_rater_v1_20260814,20260814
120,v1_wrong|err|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,56,R0056,second_rater_v1_20260814,20260814
10,v1_correct|clean|H_mid|v2_high_priority,v2_high_priority,extension,,57,R0057,second_rater_v1_20260814,20260814
198,v1_wrong|clean|H_high|v2_high_priority,v2_high_priority,extension,,58,R0058,second_rater_v1_20260814,20260814
280,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,extension,,59,R0059,second_rater_v1_20260814,20260814
60,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,60,R0060,second_rater_v1_20260814,20260814
272,v1_wrong|err|H_high|v2_high_priority,v2_high_priority,core,0.666667,61,R0061,second_rater_v1_20260814,20260814
35,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,62,R0062,second_rater_v1_20260814,20260814
171,v1_wrong|err|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,63,R0063,second_rater_v1_20260814,20260814
102,v1_correct|clean|H=0|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,64,R0064,second_rater_v1_20260814,20260814
142,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,65,R0065,second_rater_v1_20260814,20260814
107,v1_wrong|clean|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,66,R0066,second_rater_v1_20260814,20260814
175,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,67,R0067,second_rater_v1_20260814,20260814
162,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,68,R0068,second_rater_v1_20260814,20260814
63,v1_wrong|clean|H_mid|v2_high_priority,v2_high_priority,extension,,69,R0069,second_rater_v1_20260814,20260814
261,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,70,R0070,second_rater_v1_20260814,20260814
164,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,71,R0071,second_rater_v1_20260814,20260814
122,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,72,R0072,second_rater_v1_20260814,20260814
136,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,73,R0073,second_rater_v1_20260814,20260814
207,v1_wrong|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,74,R0074,second_rater_v1_20260814,20260814
46,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,75,R0075,second_rater_v1_20260814,20260814
131,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,76,R0076,second_rater_v1_20260814,20260814
47,v1_wrong|err|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,77,R0077,second_rater_v1_20260814,20260814
119,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,78,R0078,second_rater_v1_20260814,20260814
233,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,79,R0079,second_rater_v1_20260814,20260814
255,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,80,R0080,second_rater_v1_20260814,20260814
98,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,81,R0081,second_rater_v1_20260814,20260814
258,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,extension,,82,R0082,second_rater_v1_20260814,20260814
289,v1_correct|err|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,83,R0083,second_rater_v1_20260814,20260814
208,v1_wrong|clean|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,84,R0084,second_rater_v1_20260814,20260814
88,v1_wrong|clean|H_low|v2_high_priority,v2_high_priority,extension,,85,R0085,second_rater_v1_20260814,20260814
196,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,86,R0086,second_rater_v1_20260814,20260814
282,v1_correct|err|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,87,R0087,second_rater_v1_20260814,20260814
299,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,88,R0088,second_rater_v1_20260814,20260814
39,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,89,R0089,second_rater_v1_20260814,20260814
274,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,90,R0090,second_rater_v1_20260814,20260814
96,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,91,R0091,second_rater_v1_20260814,20260814
150,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,92,R0092,second_rater_v1_20260814,20260814
125,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,93,R0093,second_rater_v1_20260814,20260814
141,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,94,R0094,second_rater_v1_20260814,20260814
243,v1_wrong|clean|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,95,R0095,second_rater_v1_20260814,20260814
44,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.555556,96,R0096,second_rater_v1_20260814,20260814
237,v1_wrong|err|H_low|genuinely_wrong_census,genuinely_wrong_census,extension,,97,R0097,second_rater_v1_20260814,20260814
103,v1_wrong|clean|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,98,R0098,second_rater_v1_20260814,20260814
78,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,99,R0099,second_rater_v1_20260814,20260814
238,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,100,R0100,second_rater_v1_20260814,20260814
83,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,101,R0101,second_rater_v1_20260814,20260814
230,v1_wrong|clean|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,challenge,,102,R0102,second_rater_v1_20260814,20260814
29,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,103,R0103,second_rater_v1_20260814,20260814
82,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,104,R0104,second_rater_v1_20260814,20260814
250,v1_correct|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,105,R0105,second_rater_v1_20260814,20260814
298,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,106,R0106,second_rater_v1_20260814,20260814
114,v1_wrong|clean|H_high|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,107,R0107,second_rater_v1_20260814,20260814
291,v1_correct|clean|H=0|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,108,R0108,second_rater_v1_20260814,20260814
121,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,109,R0109,second_rater_v1_20260814,20260814
147,v1_correct|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,110,R0110,second_rater_v1_20260814,20260814
194,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,111,R0111,second_rater_v1_20260814,20260814
265,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,112,R0112,second_rater_v1_20260814,20260814
232,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,extension,,113,R0113,second_rater_v1_20260814,20260814
77,v1_correct|clean|H=0|v2_high_priority,v2_high_priority,extension,,114,R0114,second_rater_v1_20260814,20260814
113,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,115,R0115,second_rater_v1_20260814,20260814
217,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,116,R0116,second_rater_v1_20260814,20260814
215,v1_correct|err|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,117,R0117,second_rater_v1_20260814,20260814
45,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,118,R0118,second_rater_v1_20260814,20260814
219,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.555556,119,R0119,second_rater_v1_20260814,20260814
127,v1_correct|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,120,R0120,second_rater_v1_20260814,20260814
5,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,121,R0121,second_rater_v1_20260814,20260814
161,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,122,R0122,second_rater_v1_20260814,20260814
101,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,123,R0123,second_rater_v1_20260814,20260814
140,v1_correct|err|H=0|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,124,R0124,second_rater_v1_20260814,20260814
56,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,125,R0125,second_rater_v1_20260814,20260814
154,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,126,R0126,second_rater_v1_20260814,20260814
84,v1_correct|clean|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,127,R0127,second_rater_v1_20260814,20260814
76,v1_correct|clean|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,128,R0128,second_rater_v1_20260814,20260814
40,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,129,R0129,second_rater_v1_20260814,20260814
106,v1_correct|clean|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,130,R0130,second_rater_v1_20260814,20260814
297,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.5,131,R0131,second_rater_v1_20260814,20260814
214,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,132,R0132,second_rater_v1_20260814,20260814
15,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,133,R0133,second_rater_v1_20260814,20260814
124,v1_correct|clean|H_high|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,134,R0134,second_rater_v1_20260814,20260814
229,v1_correct|clean|H=0|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,135,R0135,second_rater_v1_20260814,20260814
159,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,136,R0136,second_rater_v1_20260814,20260814
16,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,137,R0137,second_rater_v1_20260814,20260814
41,v1_correct|err|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,138,R0138,second_rater_v1_20260814,20260814
168,v1_wrong|clean|H_high|v2_high_priority,v2_high_priority,core,0.5,139,R0139,second_rater_v1_20260814,20260814
53,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,core,0.5,140,R0140,second_rater_v1_20260814,20260814
67,v1_wrong|err|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.666667,141,R0141,second_rater_v1_20260814,20260814
90,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,142,R0142,second_rater_v1_20260814,20260814
9,v1_wrong|clean|H_mid|v2_high_priority,v2_high_priority,core,0.5,143,R0143,second_rater_v1_20260814,20260814
144,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.5,144,R0144,second_rater_v1_20260814,20260814
42,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,145,R0145,second_rater_v1_20260814,20260814
242,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,146,R0146,second_rater_v1_20260814,20260814
220,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,147,R0147,second_rater_v1_20260814,20260814
179,v1_wrong|clean|H_high|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,148,R0148,second_rater_v1_20260814,20260814
225,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,core,0.5,149,R0149,second_rater_v1_20260814,20260814
254,v1_correct|clean|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,150,R0150,second_rater_v1_20260814,20260814
203,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,151,R0151,second_rater_v1_20260814,20260814
22,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,152,R0152,second_rater_v1_20260814,20260814
181,v1_wrong|clean|H_high|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.666667,153,R0153,second_rater_v1_20260814,20260814
91,v1_correct|err|H=0|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,154,R0154,second_rater_v1_20260814,20260814
25,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,155,R0155,second_rater_v1_20260814,20260814
108,v1_wrong|err|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,challenge,,156,R0156,second_rater_v1_20260814,20260814
247,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,157,R0157,second_rater_v1_20260814,20260814
19,v1_wrong|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,158,R0158,second_rater_v1_20260814,20260814
112,v1_wrong|clean|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,159,R0159,second_rater_v1_20260814,20260814
58,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.555556,160,R0160,second_rater_v1_20260814,20260814
192,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,extension,,161,R0161,second_rater_v1_20260814,20260814
197,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,162,R0162,second_rater_v1_20260814,20260814
211,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,163,R0163,second_rater_v1_20260814,20260814
245,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,164,R0164,second_rater_v1_20260814,20260814
81,v1_wrong|err|H_high|genuinely_wrong_census,genuinely_wrong_census,extension,,165,R0165,second_rater_v1_20260814,20260814
294,v1_wrong|err|H_high|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,1.0,166,R0166,second_rater_v1_20260814,20260814
209,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,extension,,167,R0167,second_rater_v1_20260814,20260814
216,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,168,R0168,second_rater_v1_20260814,20260814
93,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,169,R0169,second_rater_v1_20260814,20260814
65,v1_wrong|clean|H_high|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,extension,,170,R0170,second_rater_v1_20260814,20260814
244,v1_correct|err|H_mid|v2_high_priority,v2_high_priority,core,1.0,171,R0171,second_rater_v1_20260814,20260814
264,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,172,R0172,second_rater_v1_20260814,20260814
14,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,core,0.545455,173,R0173,second_rater_v1_20260814,20260814
148,v1_wrong|err|H_low|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.666667,174,R0174,second_rater_v1_20260814,20260814
252,v1_correct|clean|H_low|v1_correct_spotcheck,v1_correct_spotcheck,extension,,175,R0175,second_rater_v1_20260814,20260814
236,v1_wrong|clean|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,176,R0176,second_rater_v1_20260814,20260814
27,v1_correct|err|H_low|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,177,R0177,second_rater_v1_20260814,20260814
153,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,178,R0178,second_rater_v1_20260814,20260814
71,v1_wrong|clean|H_low|genuinely_wrong_census,genuinely_wrong_census,extension,,179,R0179,second_rater_v1_20260814,20260814
79,v1_correct|clean|H=0|v1_correct_spotcheck,v1_correct_spotcheck,core,0.555556,180,R0180,second_rater_v1_20260814,20260814
152,v1_wrong|clean|H_high|genuinely_wrong_census,genuinely_wrong_census,core,0.5,181,R0181,second_rater_v1_20260814,20260814
75,v1_wrong|err|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,core,0.533333,182,R0182,second_rater_v1_20260814,20260814
183,v1_wrong|err|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,extension,,183,R0183,second_rater_v1_20260814,20260814
275,v1_wrong|err|H_high|v2_high_priority,v2_high_priority,extension,,184,R0184,second_rater_v1_20260814,20260814
222,v1_wrong|clean|H_mid|genuinely_wrong_census|v2_high_priority,genuinely_wrong_census|v2_high_priority,challenge,,185,R0185,second_rater_v1_20260814,20260814
36,v1_wrong|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.5,186,R0186,second_rater_v1_20260814,20260814
95,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,187,R0187,second_rater_v1_20260814,20260814
2,v1_wrong|err|H_mid|v2_high_priority,v2_high_priority,core,0.5,188,R0188,second_rater_v1_20260814,20260814
117,v1_wrong|err|H_mid|v1_correct_spotcheck|v2_high_priority,v1_correct_spotcheck|v2_high_priority,core,0.5,189,R0189,second_rater_v1_20260814,20260814
186,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,190,R0190,second_rater_v1_20260814,20260814
143,v1_correct|err|H=0|v1_correct_spotcheck,v1_correct_spotcheck,extension,,191,R0191,second_rater_v1_20260814,20260814
286,v1_correct|err|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,core,0.538462,192,R0192,second_rater_v1_20260814,20260814
55,v1_wrong|err|H_mid|genuinely_wrong_census,genuinely_wrong_census,extension,,193,R0193,second_rater_v1_20260814,20260814
285,v1_wrong|clean|H_mid|v2_high_priority,v2_high_priority,core,0.5,194,R0194,second_rater_v1_20260814,20260814
4,v1_correct|clean|H_mid|v1_correct_spotcheck,v1_correct_spotcheck,extension,,195,R0195,second_rater_v1_20260814,20260814
271,v1_wrong|err|H=0|v2_high_priority,v2_high_priority,core,1.0,196,R0196,second_rater_v1_20260814,20260814
